Rk,I,Player,Split,Year,G,PA,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
12,,Kyle Seager\seageky01,vs LHP,2018,97,213,,194,16,48,11,0,6,37,1,1,12,52,0.247,0.305,0.397,0.702,77,2,5,0,2,0,1,0.304,111,95
13,,Ketel Marte\marteke01,vs LHP,2018,97,212,,190,33,61,15,4,9,29,3,1,20,25,0.321,0.387,0.584,0.971,111,6,1,0,1,1,1,0.331,150,167
14,,Jed Lowrie\lowrije01,vs LHP,2018,93,211,,189,17,48,13,0,4,30,0,0,20,40,0.254,0.327,0.386,0.713,73,3,1,0,1,0,1,0.301,79,99
15,,Matt Olson\olsonma02,vs LHP,2018,99,211,,187,18,47,10,0,4,22,2,0,19,47,0.251,0.332,0.369,0.701,69,4,4,0,1,0,2,0.314,81,96
16,,Cody Bellinger\bellico01,vs LHP,2018,109,210,,186,16,42,10,0,6,25,5,0,20,54,0.226,0.305,0.376,0.681,70,1,2,0,2,1,6,0.281,69,89
17,,Shin-Soo Choo\choosh01,vs LHP,2018,95,210,,181,23,40,10,0,2,15,1,0,22,56,0.221,0.329,0.309,0.638,56,3,7,0,0,0,6,0.309,59,80
18,,Brandon Crawford\crawfbr01,vs LHP,2018,98,210,,190,25,52,8,2,6,21,0,3,14,41,0.274,0.333,0.432,0.765,82,2,4,0,2,3,0,0.317,112,112
19,,Eduardo Escobar\escobed01,vs LHP,2018,101,210,,182,25,51,10,0,5,25,1,3,21,36,0.28,0.357,0.418,0.775,76,5,3,0,4,1,4,0.317,92,116
20,,Alex Bregman\bregmal01,vs LHP,2018,80,209,,178,38,56,16,1,9,31,3,2,26,21,0.315,0.402,0.567,0.969,101,5,2,0,3,0,2,0.311,109,168
21,,Nolan Arenado\arenano01,vs LHP,2018,86,206,,174,40,64,17,2,15,37,0,0,29,32,0.368,0.451,0.747,1.199,130,3,0,0,3,3,2,0.377,154,228
22,,Paul Goldschmidt\goldspa01,vs LHP,2018,87,205,,172,30,50,8,3,11,26,0,2,31,41,0.291,0.402,0.564,0.966,97,4,1,0,0,4,3,0.325,109,167
23,,Scooter Gennett\gennesc01,vs LHP,2018,102,202,,187,21,55,10,1,5,26,0,0,12,43,0.294,0.335,0.439,0.774,82,3,0,2,1,0,0,0.357,83,115
24,,Freddy Galvis\galvifr01,vs LHP,2018,89,201,,189,25,55,15,2,4,17,6,2,9,31,0.291,0.323,0.455,0.778,86,2,1,0,2,1,4,0.327,128,115
25,,Francisco Lindor\lindofr01,vs LHP,2018,87,201,,175,36,60,13,1,9,21,7,4,24,24,0.343,0.423,0.583,1.006,102,1,1,0,1,3,2,0.357,133,178
26,,Jose Peraza\perazjo01,vs LHP,2018,88,201,,192,28,60,10,1,4,15,11,3,6,17,0.313,0.337,0.438,0.774,84,5,1,2,0,1,2,0.327,109,115
27,,Matt Kemp\kempma01,vs LHP,2018,92,197,,183,23,50,10,0,11,32,0,0,13,47,0.273,0.32,0.508,0.828,93,4,0,0,1,1,0,0.31,100,127
28,,Whit Merrifield\merriwh01,vs LHP,2018,79,197,,182,34,65,16,1,5,15,18,2,15,30,0.357,0.406,0.538,0.945,98,3,0,0,0,2,0,0.408,134,162
29,,Ozzie Albies\albieoz01,vs LHP,2018,91,196,,188,28,63,14,1,8,20,2,0,7,28,0.335,0.357,0.548,0.905,103,2,0,0,1,0,4,0.359,138,149
30,,Matt Carpenter\carpema01,vs LHP,2018,89,196,,164,28,38,11,0,9,21,0,1,30,46,0.232,0.354,0.463,0.817,76,0,1,0,0,1,0,0.266,83,127
31,,Mike Moustakas\moustmi01,vs LHP,2018,102,196,,181,17,47,11,0,6,28,1,0,8,29,0.26,0.301,0.42,0.721,76,5,4,0,3,0,0,0.275,87,99
32,,Mitch Haniger\hanigmi01,vs LHP,2018,76,195,,172,26,54,13,3,4,24,1,2,22,45,0.314,0.395,0.494,0.889,85,1,1,0,0,3,2,0.407,108,147
33,,Brian Dozier\doziebr01,vs LHP,2018,83,194,,163,22,34,11,0,2,8,3,1,29,40,0.209,0.33,0.313,0.643,51,3,1,0,1,1,0,0.262,88,82
34,,Rougned Odor\odorro01,vs LHP,2018,86,194,,171,27,44,6,1,4,14,3,4,16,45,0.257,0.337,0.374,0.711,64,2,5,1,1,0,1,0.325,92,99
35,,Trevor Story\storytr01,vs LHP,2018,82,193,,172,30,56,15,2,14,43,4,1,15,44,0.326,0.389,0.68,1.069,117,3,4,0,2,1,3,0.362,132,192
36,,Nick Ahmed\ahmedni01,vs LHP,2018,82,192,,180,21,46,9,3,8,25,0,1,11,34,0.256,0.297,0.472,0.769,85,7,0,0,1,0,1,0.273,117,111
37,,Jose Ramirez\ramirjo01,vs LHP,2018,88,192,,172,28,46,17,0,6,24,7,2,16,18,0.267,0.339,0.471,0.809,81,0,3,0,1,2,3,0.268,73,124
38,,Justin Smoak\smoakju01,vs LHP,2018,89,192,,170,11,40,8,0,5,18,0,0,19,46,0.235,0.318,0.371,0.688,63,7,2,0,1,0,2,0.292,72,92
39,,Christian Yelich\yelicch01,vs LHP,2018,88,192,,172,30,58,11,1,10,33,6,2,16,38,0.337,0.396,0.587,0.983,101,6,2,0,2,0,2,0.381,97,171
40,,Michael Conforto\confomi01,vs LHP,2018,103,191,,169,23,42,8,0,10,28,2,0,18,59,0.249,0.33,0.473,0.803,80,2,3,0,1,0,2,0.317,100,121
41,,Ian Desmond\desmoia01,vs LHP,2018,82,191,,175,29,49,9,2,9,33,10,4,12,37,0.28,0.332,0.509,0.84,89,8,2,1,1,0,5,0.308,129,131
42,,DJ LeMahieu\lemahdj01,vs LHP,2018,76,189,,176,35,58,15,2,6,26,4,1,9,21,0.33,0.36,0.54,0.9,95,6,1,0,3,0,2,0.342,138,148
43,,Trea Turner\turnetr01,vs LHP,2018,85,189,,167,30,48,8,3,3,24,14,2,22,21,0.287,0.37,0.425,0.796,71,3,0,0,0,2,1,0.315,110,122
44,,Trey Mancini\mancitr01,vs LHP,2018,78,188,,173,20,39,5,2,5,6,0,0,13,45,0.225,0.287,0.364,0.651,63,9,2,0,0,0,1,0.276,84,81
45,,Stephen Piscotty\piscost01,vs LHP,2018,82,188,,166,24,40,13,0,7,18,1,0,18,37,0.241,0.33,0.446,0.776,74,7,4,0,0,0,1,0.27,91,115
46,,Jurickson Profar\profaju01,vs LHP,2018,82,188,,167,21,45,12,3,4,20,2,0,19,26,0.269,0.346,0.449,0.795,75,4,1,0,1,1,0,0.297,101,121
47,,Nomar Mazara\mazarno01,vs LHP,2018,87,187,,179,16,43,10,1,7,29,1,0,6,51,0.24,0.273,0.425,0.697,76,4,2,0,0,0,2,0.298,84,92
48,,David Peralta\peralda01,vs LHP,2018,93,187,,173,15,41,4,0,8,22,0,0,10,47,0.237,0.294,0.399,0.693,69,3,4,0,0,0,3,0.28,61,92
49,,Eddie Rosario\rosared01,vs LHP,2018,95,184,,176,26,50,9,1,4,16,4,1,7,33,0.284,0.311,0.415,0.726,73,1,0,1,0,0,0,0.331,83,101
50,,Jean Segura\segurje01,vs LHP,2018,65,182,,163,34,51,10,1,3,15,8,3,13,17,0.313,0.361,0.442,0.803,72,4,1,2,3,1,1,0.329,112,124
51,,Andrelton Simmons\simmoan01,vs LHP,2018,85,182,,166,14,46,5,0,6,19,2,0,14,10,0.277,0.335,0.416,0.751,69,4,1,0,1,0,4,0.265,99,109
52,,George Springer\springe01,vs LHP,2018,69,181,,158,32,45,9,0,7,21,1,1,19,43,0.285,0.359,0.475,0.834,75,2,1,0,3,0,4,0.342,113,131
53,,Matt Chapman\chapmma01,vs LHP,2018,75,178,,160,28,46,10,2,4,14,0,0,16,44,0.288,0.36,0.45,0.81,72,5,2,0,0,0,2,0.375,90,125
54,,Dee Strange-Gordon\gordode01,vs LHP,2018,75,178,,165,17,43,5,1,0,11,8,2,1,23,0.261,0.286,0.303,0.589,50,4,6,3,3,0,1,0.297,86,65
55,,Eugenio Suarez\suareeu01,vs LHP,2018,77,178,,150,25,48,8,0,11,30,0,0,26,38,0.32,0.427,0.593,1.02,89,8,2,0,0,5,0,0.366,129,182
56,,Khris Davis\daviskh01,vs LHP,2018,80,177,,151,24,33,7,0,11,31,0,0,23,51,0.219,0.328,0.483,0.811,73,2,2,0,1,4,1,0.244,89,123
57,,Marwin Gonzalez\gonzama01,vs LHP,2018,92,177,,165,12,45,8,2,5,29,1,0,11,38,0.273,0.316,0.436,0.753,72,8,0,0,1,0,3,0.325,104,108
58,,Cesar Hernandez\hernace02,vs LHP,2018,90,176,,151,23,41,3,1,1,15,5,3,25,32,0.272,0.375,0.325,0.7,49,5,0,0,0,0,6,0.339,95,99
59,,Ender Inciarte\inciaen01,vs LHP,2018,89,176,,157,24,42,6,1,1,13,10,5,12,25,0.268,0.328,0.338,0.665,53,2,3,2,2,0,1,0.308,90,87
60,,Carlos Santana\santaca01,vs LHP,2018,93,176,,153,26,39,6,1,8,30,0,0,22,16,0.255,0.352,0.464,0.816,71,3,1,0,0,0,3,0.24,112,126
61,,Evan Longoria\longoev01,vs LHP,2018,73,174,,160,23,40,7,1,8,21,2,0,9,25,0.25,0.287,0.456,0.744,73,4,1,0,4,3,3,0.244,113,104
62,,Giancarlo Stanton\stantmi03,vs LHP,2018,77,174,,152,34,48,9,1,13,28,1,0,20,46,0.316,0.391,0.645,1.036,98,6,0,0,2,2,1,0.368,141,183
63,,Miguel Andujar\andujmi01,vs LHP,2018,81,173,,159,20,42,16,1,7,22,1,0,11,29,0.264,0.312,0.509,0.822,81,1,1,0,2,1,1,0.28,92,125
64,,Manuel Margot\margoma01,vs LHP,2018,69,173,,164,16,39,12,3,2,16,0,5,8,33,0.238,0.272,0.384,0.656,63,3,0,0,1,2,1,0.285,93,81
65,,Joey Gallo\gallojo01,vs LHP,2018,88,172,,157,27,33,5,1,15,28,0,0,13,69,0.21,0.279,0.541,0.82,85,2,2,0,0,0,0,0.247,98,122
66,,Adam Jones\jonesad01,vs LHP,2018,66,172,,165,16,48,9,0,3,20,0,0,5,16,0.291,0.314,0.4,0.714,66,9,1,0,1,0,3,0.306,96,98
67,,Yangervis Solarte\solarya01,vs LHP,2018,80,172,,160,20,36,7,0,8,23,0,0,10,19,0.225,0.273,0.419,0.692,67,7,1,0,1,0,2,0.209,109,90
68,,Brian Anderson\anderbr06,vs LHP,2018,82,171,,147,18,37,10,1,3,13,0,1,22,34,0.252,0.357,0.395,0.751,58,8,2,0,0,0,2,0.309,99,111
69,,Hunter Renfroe\renfrhu01,vs LHP,2018,66,171,,154,17,39,11,1,8,20,2,1,14,35,0.253,0.316,0.494,0.809,76,4,1,0,2,0,2,0.274,103,122
70,,Michael Brantley\brantmi02,vs LHP,2018,78,170,,159,20,44,5,0,3,16,5,1,6,20,0.277,0.32,0.365,0.684,58,5,4,0,0,0,1,0.301,66,91
71,,C.J. Cron\croncj01,vs LHP,2018,73,170,,150,24,46,11,1,8,21,0,1,14,47,0.307,0.376,0.553,0.93,83,2,4,0,2,2,0,0.392,129,156
72,,Yuli Gurriel\gourryu01,vs LHP,2018,73,170,,160,30,53,9,0,7,31,3,0,10,20,0.331,0.371,0.519,0.889,83,6,0,0,0,0,1,0.346,136,146
73,,Jon Jay\jayjo02,vs LHP,2018,72,170,,145,14,35,0,1,0,6,2,2,16,31,0.241,0.349,0.255,0.604,37,5,8,1,0,0,2,0.307,79,73
74,,Nelson Cruz\cruzne02,vs LHP,2018,69,169,,143,23,38,7,1,11,22,1,0,22,34,0.266,0.373,0.559,0.932,80,6,3,0,1,4,0,0.273,119,156
75,,Kole Calhoun\calhoko01,vs LHP,2018,88,168,,145,16,30,4,0,3,14,1,0,21,33,0.207,0.31,0.297,0.606,43,3,1,0,1,0,1,0.245,90,71
76,,Cameron Maybin\maybica01,vs LHP,2018,76,168,,151,15,38,9,1,0,14,2,2,16,24,0.252,0.321,0.325,0.646,49,5,0,0,1,1,1,0.297,95,82
77,,Yoan Moncada\moncayo01,vs LHP,2018,87,168,,148,12,31,5,1,2,10,1,0,17,57,0.209,0.287,0.297,0.585,44,3,0,1,2,0,1,0.319,65,64
78,,Asdrubal Cabrera\cabreas01,vs LHP,2018,83,167,,156,12,39,5,0,4,17,0,0,9,30,0.25,0.287,0.359,0.646,56,7,0,0,2,0,2,0.282,69,80
79,,Ryon Healy\healyry01,vs LHP,2018,73,167,,155,14,33,5,0,6,16,0,0,12,36,0.213,0.269,0.361,0.631,56,7,0,0,0,0,2,0.239,85,74
80,,Max Kepler\keplema01,vs LHP,2018,91,167,,147,18,36,11,0,5,18,0,1,15,36,0.245,0.323,0.422,0.745,62,2,3,0,2,0,1,0.287,105,107
81,,Tim Anderson\anderti01,vs LHP,2018,74,166,,156,23,44,9,0,7,17,2,4,8,35,0.282,0.313,0.474,0.788,74,5,0,0,2,1,0,0.319,128,116
82,,Teoscar Hernandez\hernate01,vs LHP,2018,80,166,,152,22,33,6,2,9,17,2,0,14,53,0.217,0.283,0.461,0.744,70,3,0,0,0,0,2,0.267,92,104
83,,Aaron Hicks\hicksaa01,vs LHP,2018,74,166,,143,23,32,7,1,9,22,2,0,21,32,0.224,0.325,0.476,0.801,68,0,1,0,1,0,1,0.223,91,121
84,,Alex Gordon\gordoal01,vs LHP,2018,85,165,,147,13,31,4,0,1,13,2,0,15,37,0.211,0.297,0.259,0.555,38,4,3,0,0,0,0,0.275,62,58
85,,Anthony Rizzo\rizzoan01,vs LHP,2018,85,165,,149,14,37,6,0,4,27,1,0,10,32,0.248,0.315,0.369,0.684,55,5,5,0,1,0,1,0.289,62,91
86,,Andrew Benintendi\beninan01,vs LHP,2018,78,164,,150,24,37,8,1,4,21,4,0,11,40,0.247,0.301,0.393,0.694,59,3,1,1,1,0,1,0.308,67,92
87,,Jeimer Candelario\candeje01,vs LHP,2018,73,163,,148,25,43,11,0,6,21,0,0,11,41,0.291,0.356,0.486,0.842,72,2,4,0,0,0,4,0.366,136,133
88,,Mark Canha\canhama01,vs LHP,2018,73,163,,149,29,42,9,0,13,28,0,1,12,34,0.282,0.337,0.604,0.941,90,4,1,0,1,2,3,0.282,137,156
89,,Jose Altuve\altuvjo01,vs LHP,2018,63,162,,142,21,40,11,0,2,18,2,0,16,18,0.282,0.364,0.401,0.766,57,6,3,0,1,1,2,0.309,83,114
90,,Lorenzo Cain\cainlo01,vs LHP,2018,62,162,,142,26,53,8,1,4,10,6,4,20,16,0.373,0.451,0.528,0.979,75,3,0,0,0,1,1,0.402,141,173
91,,Nick Castellanos\casteni01,vs LHP,2018,69,162,,147,31,56,10,0,6,23,0,0,13,31,0.381,0.432,0.571,1.004,84,2,1,0,1,3,4,0.45,136,178
92,,Gorkys Hernandez\hernago01,vs LHP,2018,79,162,,150,22,34,8,0,6,15,3,2,10,39,0.227,0.273,0.4,0.673,60,1,0,1,1,0,2,0.264,98,85
93,,Jason Kipnis\kipnija01,vs LHP,2018,84,162,,144,13,32,7,0,4,24,0,0,14,35,0.222,0.292,0.354,0.646,51,3,1,1,2,0,2,0.262,84,80
94,,Jose Pirela\pireljo01,vs LHP,2018,74,162,,146,22,38,9,1,3,12,2,0,15,20,0.26,0.327,0.397,0.724,58,7,0,0,1,1,0,0.282,124,102
95,,Jonathan Schoop\schoojo01,vs LHP,2018,64,161,,147,20,35,3,0,5,19,0,0,10,33,0.238,0.286,0.361,0.646,53,2,1,0,3,1,0,0.268,94,80
96,,Didi Gregorius\gregodi01,vs LHP,2018,74,160,,144,23,40,5,1,5,16,3,0,11,19,0.278,0.333,0.431,0.764,62,3,2,1,2,0,1,0.287,87,112
97,,Josh Bell\belljo02,vs LHP,2018,88,158,,138,15,35,10,2,2,17,1,1,18,34,0.254,0.335,0.399,0.734,55,6,0,0,2,0,1,0.317,91,105
98,,Logan Forsythe\forsylo01,vs LHP,2018,76,158,,142,13,29,5,0,1,6,1,0,16,31,0.204,0.285,0.261,0.545,37,4,0,0,0,0,1,0.255,81,55
99,,Brandon Belt\beltbr01,vs LHP,2018,68,157,,136,9,30,5,1,2,14,0,0,15,37,0.221,0.312,0.316,0.628,43,1,4,0,2,0,2,0.283,68,77
100,,Billy Hamilton\hamilbi02,vs LHP,2018,72,157,,142,19,30,5,3,2,14,14,5,13,43,0.211,0.274,0.331,0.605,47,0,0,0,2,0,0,0.283,93,69
101,,Starlin Castro\castrst01,vs LHP,2018,70,156,,140,19,41,9,1,2,12,1,0,15,29,0.293,0.359,0.414,0.773,58,1,0,0,1,1,2,0.355,113,116
102,,Kevin Pillar\pillake01,vs LHP,2018,72,156,,149,18,35,10,2,5,15,1,1,4,23,0.235,0.256,0.43,0.686,64,3,1,0,2,0,3,0.244,92,88
103,,Mookie Betts\bettsmo01,vs LHP,2018,69,155,,125,40,46,13,3,9,26,13,0,27,21,0.368,0.471,0.736,1.207,92,1,0,0,3,3,4,0.378,123,231
104,,David Freese\freesda01,vs LHP,2018,67,155,,137,17,44,6,1,5,21,0,0,15,34,0.321,0.387,0.489,0.876,67,8,1,0,2,0,1,0.39,112,143
105,,AJ Pollock\polloaj01,vs LHP,2018,65,155,,140,16,31,5,1,9,26,5,0,10,34,0.221,0.277,0.464,0.742,65,1,2,0,3,1,0,0.22,84,103
106,,Johan Camargo\camarjo01,vs LHP,2018,71,154,,141,14,38,9,0,7,24,1,0,12,31,0.27,0.331,0.482,0.813,68,4,1,0,0,1,3,0.301,100,124
107,,Brett Gardner\gardnbr01,vs LHP,2018,87,154,,138,16,33,2,0,3,8,0,0,14,34,0.239,0.309,0.319,0.628,44,2,0,2,0,0,1,0.297,83,77
108,,Evan Gattis\gattiev01,vs LHP,2018,71,154,,141,18,34,6,0,11,25,0,0,11,23,0.241,0.299,0.518,0.816,73,7,1,0,1,2,1,0.213,120,123
109,,Rhys Hoskins\hoskirh01,vs LHP,2018,78,154,,120,23,23,5,0,3,16,0,0,29,28,0.192,0.357,0.308,0.665,37,3,3,0,2,1,2,0.22,63,89
110,,Jesus Aguilar\aguilje01,vs LHP,2018,78,153,,131,22,37,8,0,9,21,0,0,20,34,0.282,0.379,0.55,0.929,72,5,1,0,1,3,0,0.315,110,156
111,,Robbie Grossman\grossro01,vs LHP,2018,76,153,,126,18,41,9,0,2,16,0,0,26,27,0.325,0.438,0.444,0.882,56,1,0,0,1,0,3,0.398,135,148
112,,Starling Marte\martest01,vs LHP,2018,72,153,,139,16,33,11,0,5,22,5,5,11,32,0.237,0.301,0.424,0.725,59,3,2,0,1,1,0,0.272,84,100
113,,Yasiel Puig\puigya01,vs LHP,2018,72,153,,139,16,29,7,1,4,15,7,2,12,34,0.209,0.268,0.36,0.628,50,3,0,0,2,1,2,0.243,55,74
114,,Chad Pinder\pindech01,vs LHP,2018,67,152,,135,16,39,6,0,6,11,0,2,15,42,0.289,0.368,0.467,0.835,63,1,2,0,0,1,1,0.379,118,132
115,,Kendrys Morales\moralke01,vs LHP,2018,75,151,,136,8,27,8,0,3,12,1,1,10,30,0.199,0.258,0.324,0.582,44,6,2,0,3,0,1,0.226,52,62
116,,Brandon Nimmo\nimmobr01,vs LHP,2018,78,151,,128,16,30,7,2,3,9,5,2,16,49,0.234,0.351,0.391,0.742,50,2,7,0,0,0,2,0.355,68,108
117,,Buster Posey\poseybu01,vs LHP,2018,66,151,,130,19,39,7,1,3,11,2,2,20,16,0.3,0.391,0.438,0.829,57,5,0,0,1,1,0,0.321,124,132
118,,Ryan Braun\braunry02,vs LHP,2018,67,150,,130,22,32,9,0,9,24,4,2,17,24,0.246,0.336,0.523,0.859,68,5,1,0,1,3,0,0.235,119,136
119,,Matt Duffy\duffyma01,vs LHP,2018,59,150,,132,16,38,5,0,1,14,2,2,16,27,0.288,0.369,0.348,0.718,46,5,1,1,0,0,2,0.356,97,103
120,,Randal Grichuk\grichra01,vs LHP,2018,73,150,,137,18,36,9,1,7,19,1,1,10,41,0.263,0.313,0.496,0.81,68,2,1,0,2,0,1,0.319,103,122
121,,Salvador Perez\perezsa02,vs LHP,2018,71,150,,137,11,33,5,0,6,15,0,0,8,34,0.241,0.293,0.409,0.702,56,6,3,0,2,0,3,0.273,100,94
122,,Yolmer Sanchez\sanchca01,vs LHP,2018,88,150,,134,9,26,3,2,0,8,4,2,13,41,0.194,0.27,0.246,0.517,33,3,1,2,0,0,1,0.28,54,46
123,,Marcell Ozuna\ozunama01,vs LHP,2018,65,149,,137,20,43,1,1,9,26,0,0,10,24,0.314,0.362,0.533,0.895,73,4,1,0,1,0,0,0.324,135,146
124,,Anthony Rendon\rendoan01,vs LHP,2018,70,149,,130,23,37,13,1,7,23,1,1,18,26,0.285,0.369,0.562,0.931,73,0,0,0,1,5,0,0.306,104,156
125,,Wilmer Flores\florewi01,vs LHP,2018,70,148,,135,11,32,9,0,1,16,0,0,10,12,0.237,0.284,0.326,0.61,44,4,0,0,3,1,0,0.248,67,70
126,,Guillermo Heredia\heredgu01,vs LHP,2018,62,148,,130,12,32,5,0,3,10,2,2,13,20,0.246,0.317,0.354,0.671,46,2,1,3,1,0,2,0.269,103,88
127,,Amed Rosario\rosaram01,vs LHP,2018,69,148,,141,22,40,10,2,2,11,4,4,7,33,0.284,0.318,0.426,0.743,60,2,0,0,0,1,4,0.358,120,106
128,,Justin Bour\bourju01,vs LHP,2018,79,147,,125,12,24,3,0,2,12,0,0,20,39,0.192,0.306,0.264,0.57,33,5,1,0,1,0,1,0.259,55,62
129,,Alcides Escobar\escobal02,vs LHP,2018,71,147,,134,15,32,9,1,1,8,0,1,8,24,0.239,0.293,0.343,0.636,46,3,3,0,2,0,4,0.279,115,78
130,,Austin Jackson\jacksau01,vs LHP,2018,64,147,,135,9,34,2,0,0,13,2,1,11,44,0.252,0.313,0.267,0.58,36,2,1,0,0,2,1,0.374,87,65
131,,Adrian Beltre\beltrad01,vs LHP,2018,60,146,,130,11,33,6,1,3,18,0,0,11,33,0.254,0.315,0.385,0.7,50,2,2,0,3,1,3,0.309,85,95
132,,Chris Davis\davisch02,vs LHP,2018,64,146,,132,9,19,3,0,5,15,1,0,11,54,0.144,0.212,0.28,0.493,37,3,1,0,2,0,2,0.187,82,36
133,,Edwin Encarnacion\encared01,vs LHP,2018,70,146,,120,19,26,2,0,6,19,2,0,25,30,0.217,0.356,0.383,0.739,46,6,1,0,0,1,2,0.238,87,107
134,,Carlos Gonzalez\gonzaca01,vs LHP,2018,76,146,,139,12,36,7,2,4,17,1,0,6,29,0.259,0.295,0.424,0.719,59,2,1,0,0,0,0,0.302,81,98
135,,Mike Trout\troutmi01,vs LHP,2018,61,146,,113,20,33,6,2,6,9,6,0,31,35,0.292,0.452,0.54,0.992,61,1,2,0,0,7,1,0.375,84,177
136,,Javier Baez\baezja01,vs LHP,2018,71,145,,134,28,41,10,1,8,30,6,2,10,27,0.306,0.359,0.575,0.933,77,2,1,0,0,5,3,0.333,114,156
137,,J.D. Martinez\martijd02,vs LHP,2018,69,145,,131,24,44,8,0,8,31,1,0,12,33,0.336,0.386,0.58,0.966,76,3,0,0,2,1,2,0.391,88,166
138,,Justin Turner\turneju01,vs LHP,2018,61,145,,119,22,40,15,1,4,17,0,0,23,20,0.336,0.448,0.58,1.028,69,2,2,0,1,2,2,0.375,122,185
139,,Albert Almora\almoral01,vs LHP,2018,70,144,,132,23,39,9,1,1,11,0,1,9,16,0.295,0.34,0.402,0.742,53,3,1,0,2,0,2,0.325,112,107
140,,Ian Kinsler\kinslia01,vs LHP,2018,61,144,,136,14,26,5,0,1,4,1,0,8,16,0.191,0.236,0.25,0.486,34,6,0,0,0,0,1,0.21,44,36
141,,Josh Reddick\reddijo01,vs LHP,2018,73,144,,134,19,36,7,2,7,22,3,0,10,23,0.269,0.319,0.507,0.827,68,2,0,0,0,0,1,0.279,127,126
142,,Aaron Judge\judgeaa01,vs LHP,2018,63,143,,111,20,29,7,0,8,12,1,0,31,43,0.261,0.427,0.541,0.967,60,0,1,0,0,3,2,0.35,111,169
143,,Gregory Polanco\polangr01,vs LHP,2018,79,143,,125,15,31,10,1,4,18,2,0,14,32,0.248,0.331,0.44,0.771,55,3,2,0,1,0,0,0.3,86,114
144,,Justin Upton\uptonju01,vs LHP,2018,57,143,,128,15,25,1,0,5,17,1,0,12,41,0.195,0.273,0.32,0.593,41,2,2,0,1,0,1,0.241,49,66
145,,Joe Mauer\mauerjo01,vs LHP,2018,72,142,,130,14,39,5,0,2,15,0,0,10,27,0.3,0.359,0.385,0.744,50,1,2,0,0,0,1,0.366,104,109
146,,Chris Owings\owingch01,vs LHP,2018,69,142,,130,16,35,9,0,2,10,5,2,10,30,0.269,0.317,0.385,0.702,50,0,0,0,2,3,1,0.33,144,96
147,,Wil Myers\myerswi01,vs LHP,2018,54,141,,125,14,31,10,0,6,13,5,0,16,36,0.248,0.333,0.472,0.805,59,4,0,0,0,1,3,0.301,111,122
148,,Tommy Pham\phamth01,vs LHP,2018,65,141,,116,32,34,2,0,6,15,7,3,21,29,0.293,0.411,0.466,0.877,54,6,3,0,1,2,2,0.341,112,145
149,,Odubel Herrera\herreod01,vs LHP,2018,80,139,,132,15,38,3,1,4,22,2,0,5,30,0.288,0.324,0.417,0.74,55,2,2,0,0,0,0,0.347,104,106
150,,Jose Martinez\martijo08,vs LHP,2018,61,139,,122,12,34,8,0,3,16,0,0,15,23,0.279,0.358,0.418,0.776,51,3,0,2,0,0,3,0.323,90,117
