Rk,I,Player,Split,Year,G,PA,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
151,,Eduardo Nunez\nunezed02,vs LHP,2018,74,139,,131,12,34,5,0,2,9,2,0,7,18,0.26,0.297,0.344,0.641,45,3,0,1,0,0,5,0.288,91,79
152,,Yonder Alonso\alonsyo01,vs LHP,2018,79,138,,128,18,29,3,0,4,19,0,0,8,37,0.227,0.275,0.344,0.619,44,3,1,0,1,0,2,0.284,69,72
153,,Harrison Bader\baderha01,vs LHP,2018,68,138,,120,26,35,10,1,5,14,6,2,11,35,0.292,0.37,0.517,0.886,62,0,5,0,2,1,0,0.366,133,145
154,,Carlos Gomez\gomezca01,vs LHP,2018,63,138,,121,10,22,4,2,2,10,5,1,6,36,0.182,0.283,0.298,0.58,36,3,11,0,0,0,2,0.241,84,63
155,,Ronald Acuna Jr.\acunaro01,vs LHP,2018,56,136,,116,30,35,6,2,8,16,3,4,17,29,0.302,0.397,0.595,0.992,69,1,2,0,1,1,0,0.338,116,173
156,,Chris Iannetta\iannech01,vs LHP,2018,63,136,,112,13,26,3,0,3,12,0,0,21,28,0.232,0.36,0.339,0.7,38,5,2,0,1,1,1,0.28,92,98
157,,Jonathan Lucroy\lucrojo01,vs LHP,2018,64,136,,123,14,29,7,0,3,18,0,0,11,24,0.236,0.294,0.366,0.66,45,5,0,0,2,1,0,0.265,114,84
158,,Elvis Andrus\andruel01,vs LHP,2018,59,135,,123,19,31,10,0,3,11,0,3,11,18,0.252,0.319,0.407,0.725,50,4,1,0,0,0,6,0.275,115,102
159,,Ben Zobrist\zobribe01,vs LHP,2018,70,135,,123,16,41,9,0,0,12,0,1,10,13,0.333,0.381,0.407,0.787,50,4,0,1,1,0,1,0.369,93,121
160,,Austin Barnes\barneau01,vs LHP,2018,62,134,,114,22,28,2,0,4,11,2,0,17,34,0.246,0.353,0.368,0.722,42,4,2,1,0,3,2,0.316,134,103
161,,Willson Contreras\contrwi01,vs LHP,2018,63,134,,112,13,28,9,2,3,13,1,0,21,35,0.25,0.373,0.446,0.82,50,2,1,0,0,1,1,0.338,124,128
162,,Gleyber Torres\torregl01,vs LHP,2018,65,134,,118,17,30,3,1,11,26,1,1,14,39,0.254,0.336,0.576,0.912,68,1,1,0,1,2,0,0.275,119,149
163,,Isiah Kiner-Falefa\kineris01,vs LHP,2018,57,133,,118,17,34,10,2,1,14,0,1,15,12,0.288,0.368,0.432,0.801,51,5,0,0,0,1,0,0.314,134,123
164,,Victor Martinez\martivi01,vs LHP,2018,68,133,,125,11,32,3,0,5,22,0,0,6,12,0.256,0.286,0.4,0.686,50,5,0,0,2,1,2,0.245,110,89
165,,Travis Shaw\shawtr01,vs LHP,2018,81,133,,115,11,24,4,0,2,12,2,0,16,24,0.209,0.303,0.296,0.599,34,1,0,1,1,0,3,0.244,50,69
166,,Jose Bautista\bautijo02,vs LHP,2018,62,132,,101,13,17,5,0,4,13,1,2,27,33,0.168,0.364,0.337,0.7,34,1,4,0,0,2,5,0.203,94,98
167,,Xander Bogaerts\bogaexa01,vs LHP,2018,64,132,,108,16,29,12,0,1,15,1,0,24,27,0.269,0.402,0.407,0.809,44,2,0,0,0,4,4,0.35,90,128
168,,Niko Goodrum\goodrni01,vs LHP,2018,64,132,,119,12,36,6,2,1,6,6,1,13,24,0.303,0.371,0.412,0.783,49,5,0,0,0,0,3,0.372,113,119
169,,Scott Schebler\schebsc01,vs LHP,2018,60,132,,125,18,37,5,0,5,11,0,0,5,24,0.296,0.333,0.456,0.789,57,3,2,0,0,0,1,0.333,103,118
170,,Jackie Bradley Jr.\bradlja02,vs LHP,2018,81,131,,119,18,22,6,1,2,8,2,1,7,47,0.185,0.26,0.303,0.562,36,2,5,0,0,0,0,0.286,58,57
171,,Matt Davidson\davidma02,vs LHP,2018,61,131,,114,16,33,9,0,5,18,0,0,15,39,0.289,0.382,0.5,0.882,57,2,2,0,0,0,2,0.4,139,145
172,,Delino DeShields\deshide02,vs LHP,2018,53,131,,113,15,28,4,1,1,6,5,2,14,20,0.248,0.336,0.327,0.663,37,0,1,3,0,0,1,0.293,125,87
173,,Corey Dickerson\dickeco01,vs LHP,2018,74,131,,123,11,36,5,3,1,5,0,1,5,26,0.293,0.328,0.407,0.735,50,3,2,0,1,0,1,0.361,85,104
174,,Yasmani Grandal\grandya01,vs LHP,2018,77,131,,107,13,22,7,0,4,17,0,0,23,39,0.206,0.344,0.383,0.727,41,2,0,0,1,0,1,0.277,81,103
175,,Miguel Rojas\rojasmi02,vs LHP,2018,67,131,,119,9,28,3,0,3,13,2,0,9,12,0.235,0.298,0.336,0.634,40,3,2,0,1,1,2,0.238,97,77
176,,Scott Kingery\kingesc01,vs LHP,2018,68,130,,123,12,27,5,0,3,11,2,0,6,43,0.22,0.254,0.333,0.587,41,1,0,0,1,0,0,0.308,94,63
177,,Martin Maldonado\maldoma01,vs LHP,2018,62,130,,116,16,27,6,1,2,10,0,0,6,32,0.233,0.295,0.353,0.648,41,1,5,1,2,0,1,0.298,108,81
178,,Todd Frazier\frazito01,vs LHP,2018,60,129,,111,9,18,3,0,3,8,4,1,16,35,0.162,0.264,0.27,0.534,30,3,0,0,2,1,2,0.2,56,50
179,,Michael A. Taylor\taylomi02,vs LHP,2018,64,129,,120,13,26,7,0,3,12,4,1,7,51,0.217,0.266,0.35,0.616,42,2,1,1,0,1,1,0.348,91,71
180,,Mike Zunino\zuninmi01,vs LHP,2018,60,129,,120,12,20,4,0,6,7,0,0,9,52,0.167,0.225,0.35,0.575,42,0,0,0,0,0,1,0.226,72,58
181,,Hunter Dozier\doziehu01,vs LHP,2018,60,128,,111,8,23,9,0,0,7,1,2,16,35,0.207,0.313,0.288,0.601,32,4,1,0,0,0,1,0.303,86,70
182,,Jefry Marte\marteje01,vs LHP,2018,58,128,,120,12,26,3,1,5,15,0,1,8,30,0.217,0.266,0.383,0.649,46,3,0,0,0,0,2,0.247,101,79
183,,Paul DeJong\dejonpa01,vs LHP,2018,58,127,,106,15,21,5,1,3,18,0,0,15,37,0.198,0.302,0.349,0.651,37,1,2,0,3,1,1,0.261,77,82
184,,Adam Engel\engelad01,vs LHP,2018,67,127,,120,9,28,7,2,0,8,3,1,4,32,0.233,0.264,0.325,0.589,39,0,1,2,0,0,2,0.318,91,64
185,,Adam Duvall\duvalad01,vs LHP,2018,59,126,,111,11,21,3,0,5,15,1,2,15,30,0.189,0.286,0.351,0.637,39,3,0,0,0,3,3,0.211,101,77
186,,Rafael Devers\deverra01,vs LHP,2018,70,125,,118,14,27,5,0,3,21,1,0,7,31,0.229,0.272,0.347,0.619,41,4,0,0,0,0,2,0.286,71,72
187,,Nick Hundley\hundlni01,vs LHP,2018,59,125,,118,22,33,6,0,7,18,2,0,7,32,0.28,0.32,0.508,0.828,60,3,0,0,0,1,0,0.329,132,127
188,,Hernan Perez\perezhe01,vs LHP,2018,57,125,,119,14,33,2,2,6,14,5,1,5,24,0.277,0.304,0.479,0.783,57,1,0,0,1,1,1,0.3,129,115
189,,Juan Soto\sotoju01,vs LHP,2018,60,125,,111,18,31,2,0,7,22,0,0,14,27,0.279,0.36,0.486,0.846,54,3,0,0,0,0,0,0.312,83,134
190,,Danny Valencia\valenda01,vs LHP,2018,54,125,,109,12,33,2,1,6,15,1,1,13,17,0.303,0.368,0.505,0.873,55,3,0,0,3,2,3,0.303,140,141
191,,Christian Villanueva\villach01,vs LHP,2018,56,125,,113,21,38,2,0,14,25,0,0,10,39,0.336,0.392,0.726,1.118,82,3,1,0,1,0,0,0.393,192,204
192,,Robinson Cano\canoro01,vs LHP,2018,52,124,,108,16,36,10,0,2,23,0,0,13,15,0.333,0.411,0.481,0.893,52,3,2,0,1,0,0,0.37,112,149
193,,Yan Gomes\gomesya01,vs LHP,2018,62,124,,111,16,32,9,0,4,14,0,0,10,32,0.288,0.363,0.477,0.84,53,1,3,0,0,1,1,0.373,122,133
194,,Albert Pujols\pujolal01,vs LHP,2018,52,124,,110,15,22,4,0,6,15,0,0,12,20,0.2,0.274,0.4,0.674,44,4,0,0,2,0,2,0.186,92,86
195,,Jonathan Villar\villajo01,vs LHP,2018,63,124,,116,15,31,5,0,4,13,10,2,6,37,0.267,0.315,0.414,0.728,48,4,2,0,0,0,1,0.36,105,102
196,,Brandon Guyer\guyerbr01,vs LHP,2018,58,123,,103,15,24,7,0,5,17,1,1,12,23,0.233,0.358,0.447,0.804,46,1,8,0,0,0,1,0.253,140,124
197,,Addison Russell\russead02,vs LHP,2018,62,123,,110,14,30,8,0,2,11,1,0,12,21,0.273,0.344,0.4,0.744,44,2,0,1,0,1,0,0.322,126,108
198,,Yadier Molina\molinya01,vs LHP,2018,51,122,,112,14,30,8,0,5,21,0,0,7,18,0.268,0.328,0.473,0.801,53,2,3,0,0,0,0,0.281,113,121
199,,Tucker Barnhart\barnhtu01,vs LHP,2018,70,121,,104,9,29,5,1,1,10,0,1,15,33,0.279,0.375,0.375,0.75,39,2,1,1,0,0,1,0.4,115,111
200,,Robinson Chirinos\chiriro01,vs LHP,2018,59,121,,102,17,23,5,0,5,18,1,0,16,36,0.225,0.339,0.422,0.76,43,3,2,0,1,0,1,0.29,101,112
201,,Maikel Franco\francma02,vs LHP,2018,71,120,,108,12,24,1,1,4,19,0,0,10,14,0.222,0.283,0.361,0.644,39,1,0,0,2,2,1,0.217,67,79
202,,JaCoby Jones\jonesja07,vs LHP,2018,54,120,,108,15,21,9,2,1,8,3,2,8,30,0.194,0.275,0.343,0.618,37,2,4,0,0,0,2,0.26,98,72
203,,Joe Panik\panikjo01,vs LHP,2018,56,120,,110,7,21,0,0,2,6,1,2,8,5,0.191,0.244,0.245,0.489,27,4,0,1,1,0,1,0.183,53,38
204,,Steve Pearce\pearcst01,vs LHP,2018,54,120,,102,16,31,9,1,5,20,0,0,14,18,0.304,0.4,0.559,0.959,57,0,3,0,1,0,2,0.325,115,165
205,,David Fletcher\fletcda02,vs LHP,2018,54,119,,107,8,28,6,1,1,12,1,0,7,14,0.262,0.308,0.364,0.672,39,4,1,2,2,0,0,0.287,98,87
206,,Max Muncy\muncyma01,vs LHP,2018,72,119,,102,17,26,4,0,8,16,1,0,15,36,0.255,0.361,0.529,0.891,54,1,2,0,0,2,0,0.31,83,145
207,,Carlos Correa\correca01,vs LHP,2018,46,118,,98,14,28,9,0,1,13,0,0,18,27,0.286,0.39,0.408,0.798,40,3,0,0,2,0,0,0.375,122,124
208,,J.T. Realmuto\realmjt01,vs LHP,2018,57,118,,108,16,22,8,1,3,8,0,0,7,24,0.204,0.271,0.38,0.651,41,0,3,0,0,0,0,0.235,58,80
209,,Ian Happ\happia01,vs LHP,2018,65,117,,104,17,21,3,0,3,12,4,1,12,45,0.202,0.291,0.317,0.608,33,4,1,0,0,0,2,0.321,60,70
210,,Jordy Mercer\mercejo03,vs LHP,2018,59,116,,105,7,30,8,1,1,14,1,0,8,17,0.286,0.345,0.41,0.754,43,4,2,0,1,2,0,0.33,117,111
211,,José Abreu\abreujo02,vs LHP,2018,48,115,,100,16,29,9,1,5,19,1,0,11,29,0.29,0.365,0.55,0.915,55,3,2,0,2,2,1,0.353,129,152
212,,Charlie Culberson\culbech01,vs LHP,2018,59,115,,107,14,28,8,1,3,13,1,0,7,26,0.262,0.304,0.439,0.744,47,3,0,0,1,1,4,0.316,88,105
213,,Mallex Smith\smithma05,vs LHP,2018,66,115,,104,12,35,8,1,0,5,13,2,7,26,0.337,0.384,0.433,0.817,45,2,1,3,0,0,1,0.449,111,129
214,,Aledmys Díaz\diazal02,vs LHP,2018,58,114,,103,13,23,4,0,5,11,0,0,10,18,0.223,0.298,0.408,0.706,42,5,1,0,0,1,0,0.225,88,95
215,,Jake Marisnick\marisja01,vs LHP,2018,50,114,,104,14,24,3,0,5,11,1,1,7,42,0.231,0.289,0.404,0.693,42,3,2,0,1,1,0,0.328,106,91
216,,Wilson Ramos\ramoswi01,vs LHP,2018,56,114,,106,12,34,7,0,6,24,0,0,7,23,0.321,0.36,0.557,0.916,59,6,0,0,1,1,1,0.359,115,152
217,,Dansby Swanson\swansda01,vs LHP,2018,60,114,,103,13,21,5,1,3,11,4,1,11,29,0.204,0.281,0.359,0.64,37,0,0,0,0,8,3,0.254,83,78
218,,Tim Beckham\beckhti01,vs LHP,2018,47,112,,102,12,24,6,0,4,11,0,0,10,28,0.235,0.304,0.412,0.715,42,1,0,0,0,0,0,0.286,116,98
219,,Lewis Brinson\brinsle01,vs LHP,2018,53,112,,103,8,22,3,2,3,12,1,0,7,28,0.214,0.268,0.369,0.637,38,2,1,0,1,2,0,0.26,121,76
220,,Jedd Gyorko\gyorkje01,vs LHP,2018,51,112,,97,19,30,6,0,5,11,1,0,13,17,0.309,0.393,0.526,0.919,51,5,1,0,1,0,0,0.329,140,154
221,,Shohei Ohtani\ohtansh01,vs LHP,2018,60,110,,99,5,22,5,1,2,13,2,0,10,35,0.222,0.3,0.354,0.654,35,1,1,0,0,0,0,0.323,46,82
222,,James McCann\mccanja02,vs LHP,2018,49,109,,102,8,18,2,0,3,9,0,0,7,30,0.176,0.229,0.284,0.514,29,5,0,0,0,0,1,0.217,76,43
223,,Hunter Pence\pencehu01,vs LHP,2018,53,109,,104,8,20,6,0,3,9,2,0,5,23,0.192,0.229,0.337,0.566,35,1,0,0,0,1,4,0.218,90,56
224,,Jorge Polanco\polanjo01,vs LHP,2018,53,109,,103,8,24,5,0,3,13,4,3,4,23,0.233,0.259,0.369,0.628,38,2,0,1,1,0,0,0.269,62,73
225,,Jay Bruce\bruceja01,vs LHP,2018,57,107,,100,8,23,6,0,3,12,1,2,7,25,0.23,0.28,0.38,0.66,38,2,0,0,0,0,0,0.278,93,83
226,,Mitch Garver\garvemi01,vs LHP,2018,48,107,,97,10,22,5,1,1,11,0,0,10,18,0.227,0.299,0.33,0.629,32,2,0,0,0,2,4,0.269,69,76
227,,Jake Bauers\bauerja01,vs LHP,2018,52,106,,91,10,16,5,1,2,8,0,1,12,29,0.176,0.276,0.319,0.595,29,2,1,1,1,0,1,0.23,70,66
228,,Derek Dietrich\dietrde01,vs LHP,2018,69,106,,97,12,22,2,1,5,11,0,0,1,34,0.227,0.283,0.423,0.706,41,2,7,0,1,0,1,0.288,86,94
229,,Ronald Guzman\guzmaro01,vs LHP,2018,56,106,,101,12,21,3,0,3,14,0,0,5,28,0.208,0.245,0.327,0.572,33,2,0,0,0,0,1,0.257,59,58
230,,Mitch Moreland\morelmi01,vs LHP,2018,58,105,,95,13,23,5,1,2,14,0,0,9,28,0.242,0.305,0.379,0.684,36,5,0,0,1,0,0,0.318,81,90
231,,Kevin Kiermaier\kiermke01,vs LHP,2018,51,104,,95,9,17,3,3,1,12,2,0,6,31,0.179,0.243,0.305,0.548,29,0,2,1,0,0,2,0.254,69,52
232,,Francisco Cervelli\cervefr01,vs LHP,2018,55,103,,82,11,20,2,0,4,16,2,1,18,22,0.244,0.388,0.415,0.803,34,2,2,0,1,1,0,0.281,99,125
233,,Josh Harrison\harrijo05,vs LHP,2018,50,103,,96,12,21,6,0,4,13,0,0,6,19,0.219,0.272,0.406,0.678,39,3,1,0,0,1,1,0.233,105,87
234,,Gerardo Parra\parrage01,vs LHP,2018,57,103,,94,12,19,2,0,1,7,1,0,6,21,0.202,0.255,0.255,0.51,24,3,1,1,1,0,0,0.247,43,44
235,,Denard Span\spande01,vs LHP,2018,58,103,,86,10,26,4,1,2,18,2,2,12,18,0.302,0.388,0.442,0.83,38,2,2,0,3,0,2,0.348,119,132
236,,Rajai Davis\davisra01,vs LHP,2018,48,102,,95,13,21,0,1,0,2,7,1,6,22,0.221,0.265,0.242,0.507,23,1,0,0,1,0,1,0.284,81,44
237,,Lucas Duda\dudalu01,vs LHP,2018,60,102,,89,7,16,1,0,2,14,0,0,4,33,0.18,0.255,0.258,0.513,23,2,6,0,3,0,0,0.246,43,44
238,,Yairo Munoz\munozya01,vs LHP,2018,54,102,,86,12,23,8,0,3,16,1,1,15,23,0.267,0.373,0.465,0.838,40,0,0,0,1,4,0,0.328,119,133
239,,Joey Wendle\wendljo01,vs LHP,2018,59,102,,87,11,26,8,2,0,18,4,0,12,20,0.299,0.373,0.437,0.809,38,2,0,0,3,1,0,0.371,106,126
240,,Ehire Adrianza\adriaeh01,vs LHP,2018,54,101,,91,12,24,8,0,0,3,2,0,8,25,0.264,0.33,0.352,0.682,32,1,1,1,0,1,2,0.364,103,91
241,,Tyler Austin\austity01,vs LHP,2018,44,101,,89,9,21,3,0,8,20,1,1,9,32,0.236,0.307,0.539,0.846,48,1,1,0,2,0,0,0.255,119,131
242,,Jason Heyward\heywaja01,vs LHP,2018,62,101,,93,14,27,5,0,1,17,1,0,7,15,0.29,0.34,0.376,0.716,35,1,0,1,0,0,1,0.338,97,101
243,,John Ryan Murphy\murphjr01,vs LHP,2018,52,101,,95,9,21,4,0,5,12,0,0,6,25,0.221,0.267,0.421,0.688,40,1,0,0,0,0,1,0.246,122,89
244,,Devon Travis\travide01,vs LHP,2018,51,101,,99,14,26,5,0,5,15,0,0,2,13,0.263,0.277,0.465,0.742,46,1,0,0,0,0,1,0.259,123,103
245,,Rosell Herrera\herrero02,vs LHP,2018,48,100,,91,6,17,5,1,0,5,1,1,6,19,0.187,0.242,0.264,0.506,24,4,1,1,1,0,2,0.233,68,42
246,,Max Stassi\stassma01,vs LHP,2018,48,100,,92,9,21,6,0,3,11,0,0,6,30,0.228,0.29,0.391,0.681,36,4,2,0,0,0,0,0.305,91,89
247,,Mark Trumbo\trumbma01,vs LHP,2018,43,100,,91,8,24,3,0,5,12,0,0,7,22,0.264,0.32,0.462,0.782,42,2,1,0,1,0,0,0.292,104,116
248,,Wilmer Difo\difowi01,vs LHP,2018,59,99,,91,10,14,4,0,1,4,0,2,7,24,0.154,0.222,0.231,0.453,21,3,1,0,0,1,0,0.197,41,27
249,,Gary Sanchez\sanchga02,vs LHP,2018,41,99,,83,16,19,6,0,6,20,0,0,15,23,0.229,0.354,0.518,0.872,43,1,1,0,0,0,1,0.241,149,140
250,,José Iglesias\iglesjo01,vs LHP,2018,45,97,,88,15,28,7,0,3,17,2,1,4,7,0.318,0.365,0.5,0.865,44,1,3,1,1,0,1,0.316,146,139
251,,Kris Bryant\bryankr01,vs LHP,2018,46,96,,86,14,32,10,1,6,17,0,0,8,30,0.372,0.417,0.721,1.138,62,1,0,0,2,3,0,0.5,168,211
252,,Noel Cuevas\cuevano01,vs LHP,2018,41,96,,91,10,21,1,0,2,7,1,0,4,12,0.231,0.271,0.308,0.579,28,0,1,0,0,1,0,0.247,99,62
253,,Austin Hedges\hedgeau01,vs LHP,2018,42,96,,89,9,19,2,0,5,10,0,0,7,32,0.213,0.271,0.404,0.675,36,3,0,0,0,2,1,0.269,90,86
254,,Daniel Robertson\roberda10,vs LHP,2018,38,96,,78,18,20,6,0,3,12,0,0,14,14,0.256,0.385,0.449,0.834,35,3,3,0,1,0,3,0.274,109,133
255,,Steven Souza Jr.\souzast01,vs LHP,2018,44,96,,86,9,21,3,3,3,11,2,0,10,28,0.244,0.323,0.453,0.776,39,1,0,0,0,0,0,0.327,127,114
256,,Kolten Wong\wongko01,vs LHP,2018,55,96,,83,9,20,3,0,1,9,1,0,8,12,0.241,0.301,0.313,0.614,26,1,0,3,2,1,3,0.264,71,73
257,,Aaron Altherr\altheaa01,vs LHP,2018,52,95,,79,7,15,6,0,3,14,0,1,14,25,0.19,0.316,0.38,0.696,30,3,1,0,1,0,0,0.231,121,94
258,,Kurt Suzuki\suzukku01,vs LHP,2018,48,95,,88,14,24,4,0,5,11,0,0,6,15,0.273,0.326,0.489,0.815,43,0,1,0,0,0,0,0.279,108,124
259,,Jorge Alfaro\alfarjo01,vs LHP,2018,49,94,,86,8,22,3,2,2,4,1,0,7,31,0.256,0.319,0.407,0.726,35,1,1,0,0,2,2,0.377,99,102
260,,Willy Adames\adamewi01,vs LHP,2018,44,93,,82,12,21,1,0,2,13,0,1,10,32,0.256,0.333,0.341,0.675,28,1,0,0,1,3,0,0.388,80,90
261,,Johnny Field\fieldjo04,vs LHP,2018,43,93,,88,13,21,7,0,5,10,1,0,3,23,0.239,0.269,0.489,0.757,43,0,1,0,1,0,3,0.262,127,106
262,,Avisail Garcia\garciav01,vs LHP,2018,39,93,,86,12,24,6,1,3,6,1,0,7,24,0.279,0.333,0.477,0.81,41,3,0,0,0,1,2,0.356,127,123
263,,Adalberto Mondesi\mondera02,vs LHP,2018,45,93,,90,16,26,4,1,5,14,11,1,2,18,0.289,0.312,0.522,0.834,47,1,1,0,0,0,2,0.313,107,128
264,,Franmil Reyes\reyesfr01,vs LHP,2018,41,93,,83,13,29,3,0,6,18,0,0,10,25,0.349,0.419,0.602,1.022,50,1,0,0,0,0,2,0.442,144,182
265,,Kyle Schwarber\schwaky01,vs LHP,2018,62,91,,76,6,17,3,0,1,7,1,0,14,28,0.224,0.352,0.303,0.654,23,0,1,0,0,1,0,0.34,64,86
266,,Nick Williams\willini01,vs LHP,2018,62,91,,82,9,19,1,0,2,7,1,0,5,30,0.232,0.308,0.317,0.625,26,0,4,0,0,0,0,0.34,70,76
267,,John Hicks\hicksjo02,vs LHP,2018,37,90,,79,13,23,7,0,2,10,0,0,10,20,0.291,0.367,0.456,0.822,36,4,0,0,1,0,0,0.362,131,129
268,,Caleb Joseph\josepca01,vs LHP,2018,48,90,,84,8,18,3,1,0,6,0,0,4,20,0.214,0.267,0.274,0.54,23,0,2,0,0,0,0,0.281,91,52
269,,Renato Nunez\nunezre01,vs LHP,2018,43,90,,81,7,20,1,0,3,9,0,0,6,23,0.247,0.3,0.37,0.67,30,0,1,0,2,0,0,0.298,82,86
270,,Adeiny Hechavarria\hechaad01,vs LHP,2018,41,89,,81,11,26,3,0,1,6,0,0,6,11,0.321,0.36,0.395,0.755,32,1,0,0,2,1,2,0.352,144,112
271,,Tyler Flowers\flowety01,vs LHP,2018,41,88,,66,15,23,2,0,5,15,0,0,20,19,0.348,0.511,0.606,1.117,40,2,2,0,0,0,0,0.429,219,211
272,,Russell Martin\martiru01,vs LHP,2018,39,88,,72,6,16,1,0,2,5,0,0,15,19,0.222,0.364,0.319,0.683,23,1,1,0,0,0,1,0.275,106,94
273,,Daniel Murphy\murphda08,vs LHP,2018,48,87,,80,7,19,1,0,1,7,0,0,5,15,0.238,0.276,0.288,0.563,23,1,0,0,2,0,1,0.273,46,58
274,,Austin Slater\slateau01,vs LHP,2018,40,87,,77,5,21,3,0,0,13,2,0,5,23,0.273,0.345,0.312,0.657,24,3,4,0,1,1,0,0.382,105,86
275,,Orlando Arcia\arciaor01,vs LHP,2018,41,86,,82,7,20,6,0,0,8,1,1,4,14,0.244,0.279,0.317,0.596,26,1,0,0,0,0,2,0.294,107,67
276,,Logan Morrison\morrilo01,vs LHP,2018,55,86,,78,6,17,6,0,1,11,1,0,7,25,0.218,0.291,0.333,0.624,26,0,1,0,0,0,0,0.308,96,74
277,,Joey Rickard\rickajo01,vs LHP,2018,39,86,,80,9,21,5,0,4,9,0,1,6,25,0.263,0.314,0.475,0.789,38,1,0,0,0,0,0,0.333,120,117
278,,Elias Diaz\diazel01,vs LHP,2018,46,84,,81,15,28,5,0,4,9,0,1,3,7,0.346,0.369,0.556,0.925,45,1,0,0,0,0,2,0.343,132,154
279,,Leury Garcia\garcile02,vs LHP,2018,44,84,,81,7,27,2,2,1,12,1,0,1,20,0.333,0.349,0.444,0.794,36,1,1,1,0,0,0,0.433,133,120
280,,Craig Gentry\gentrcr01,vs LHP,2018,37,84,,79,4,21,1,2,1,5,4,2,5,16,0.266,0.31,0.367,0.677,29,2,0,0,0,0,0,0.323,103,89
281,,Ryan Zimmerman\zimmery01,vs LHP,2018,37,84,,69,15,26,5,0,5,16,0,0,14,12,0.377,0.476,0.667,1.143,46,1,0,0,1,1,1,0.396,179,216
282,,Phil Ervin\ervinph01,vs LHP,2018,41,83,,76,13,19,6,0,3,8,3,0,6,23,0.25,0.301,0.447,0.749,34,1,0,0,1,0,0,0.314,104,106
283,,Daniel Palka\palkada01,vs LHP,2018,56,83,,75,5,15,1,0,2,6,2,0,7,34,0.2,0.277,0.293,0.57,22,1,1,0,0,0,2,0.333,55,60
284,,Sandy Leon\leonsa01,vs LHP,2018,49,82,,72,11,11,2,0,1,6,0,0,9,19,0.153,0.244,0.222,0.466,16,1,0,0,1,0,3,0.189,85,32
285,,Mark Reynolds\reynoma01,vs LHP,2018,41,82,,68,7,21,4,0,2,11,0,0,11,22,0.309,0.402,0.456,0.858,31,2,1,0,2,0,0,0.413,118,140
286,,Neil Walker\walkene01,vs LHP,2018,45,82,,73,4,12,2,0,1,6,0,0,7,20,0.164,0.244,0.233,0.477,17,2,1,0,1,0,0,0.208,45,35
287,,A.J. Ellis\ellisaj01,vs LHP,2018,41,81,,68,11,20,2,0,1,6,0,0,12,16,0.294,0.395,0.368,0.763,25,1,0,0,1,1,0,0.365,112,116
288,,Jorge Bonifacio\bonifjo01,vs LHP,2018,41,80,,61,7,14,6,0,1,5,0,1,17,23,0.23,0.4,0.377,0.777,23,0,1,0,1,1,1,0.342,133,120
289,,Leonys Martín\martile01,vs LHP,2018,40,80,,74,8,13,4,1,2,9,1,1,4,20,0.176,0.238,0.338,0.575,25,0,2,0,0,0,0,0.212,53,59
290,,Miguel Sano\sanomi01,vs LHP,2018,38,80,,70,10,13,1,0,4,10,0,0,8,30,0.186,0.263,0.371,0.634,26,1,0,0,2,0,0,0.237,87,75
291,,Tony Kemp\kempto01,vs LHP,2018,38,79,,71,8,19,5,0,0,8,0,1,7,16,0.268,0.333,0.338,0.671,24,2,0,1,0,0,0,0.345,81,89
292,,Jeff Mathis\mathije01,vs LHP,2018,34,79,,67,7,14,4,1,0,5,0,0,11,23,0.209,0.316,0.299,0.615,20,2,0,0,1,1,0,0.311,126,74
293,,Manny Pina\pinama01,vs LHP,2018,39,78,,69,11,15,3,0,1,5,0,0,6,15,0.217,0.273,0.304,0.577,21,3,0,1,2,0,1,0.255,66,62
294,,Kelby Tomlinson\tomlike01,vs LHP,2018,43,78,,71,6,14,2,1,0,3,0,2,6,18,0.197,0.269,0.254,0.523,18,1,1,0,0,0,2,0.264,98,48
295,,Alen Hanson\hansoal01,vs LHP,2018,44,76,,71,3,13,2,1,0,5,1,1,2,22,0.183,0.2,0.239,0.439,17,0,0,1,2,0,2,0.255,29,22
296,,Brock Holt\holtbr01,vs LHP,2018,52,76,,65,8,19,2,0,0,11,2,3,11,23,0.292,0.395,0.323,0.718,21,0,0,0,0,0,1,0.452,88,105
297,,Lourdes Gurriel Jr.\gurrilo01,vs LHP,2018,36,75,,71,10,22,3,0,3,7,1,0,3,14,0.31,0.347,0.479,0.826,34,1,1,0,0,1,2,0.352,120,128
298,,Daniel Descalso\descada01,vs LHP,2018,60,74,,63,9,18,1,1,4,12,0,0,8,23,0.286,0.365,0.524,0.889,33,1,1,0,2,0,1,0.368,124,145
299,,Ryan LaMarre\lamarry01,vs LHP,2018,39,74,,69,5,23,6,0,1,9,1,1,3,21,0.333,0.351,0.464,0.815,32,1,0,0,2,0,0,0.449,131,126
300,,Melky Cabrera\cabreme01,vs LHP,2018,39,73,,68,5,21,6,0,2,16,0,0,3,15,0.309,0.356,0.485,0.841,33,3,2,0,0,0,2,0.373,122,133
301,,JT Riddle\riddljt01,vs LHP,2018,47,73,,70,3,12,2,0,2,6,0,0,1,15,0.171,0.181,0.286,0.466,20,1,0,1,1,0,1,0.185,41,28
302,,Pat Valaika\valaipa01,vs LHP,2018,39,73,,66,4,11,3,0,2,3,0,0,6,14,0.167,0.236,0.303,0.539,20,3,0,1,0,0,2,0.18,134,50
