Rk,I,Player,Split,Year,G,PA,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
302,,Dylan Moore\mooredy01,vs RHP,2019,77,194,,171,24,34,8,2,6,20,6,5,17,68,0.199,0.29,0.374,0.664,64,5,5,1,0,0,0,0.289,92,77
303,,Chad Pinder\pindech01,vs RHP,2019,95,191,,178,22,41,12,0,6,20,0,1,8,49,0.23,0.268,0.399,0.667,71,5,2,1,2,0,2,0.28,88,76
304,,Luis Urias\uriaslu01,vs RHP,2019,64,189,,158,18,28,5,1,2,12,0,0,23,42,0.177,0.312,0.259,0.572,41,6,8,0,0,0,4,0.228,74,57
305,,Mike Zunino\zuninmi01,vs RHP,2019,70,188,,175,21,30,9,1,7,21,0,0,10,64,0.171,0.229,0.354,0.583,62,3,3,0,0,0,2,0.221,112,53
306,,Jose Osuna\osunajo01,vs RHP,2019,80,187,,169,27,48,16,0,8,27,0,0,12,32,0.284,0.328,0.521,0.849,88,6,1,0,4,0,1,0.301,120,123
307,,Grayson Greiner\greingr01,vs RHP,2019,57,186,,172,14,37,5,1,3,14,0,0,11,57,0.215,0.265,0.308,0.573,53,4,1,1,1,0,1,0.301,106,54
308,,Leonys Martín\martile01,vs RHP,2019,58,186,,165,25,36,4,0,8,15,4,4,16,53,0.218,0.299,0.388,0.687,64,1,3,2,0,0,1,0.269,122,83
309,,Pedro Severino\severpe01,vs RHP,2019,80,186,,162,16,37,6,0,5,19,3,1,19,40,0.228,0.319,0.358,0.677,58,2,3,1,1,0,1,0.271,85,82
310,,Steven Duggar\duggast01,vs RHP,2019,63,185,,174,17,43,10,2,4,23,0,2,11,43,0.247,0.292,0.397,0.688,69,0,0,0,0,0,3,0.307,122,83
311,,Clint Frazier\frazicl01,vs RHP,2019,62,185,,169,25,49,11,0,8,29,1,2,11,51,0.29,0.335,0.497,0.832,84,1,2,0,3,0,2,0.363,107,119
312,,Adam Haseley\haselad01,vs RHP,2019,66,185,,170,23,48,12,0,5,18,3,0,11,44,0.282,0.337,0.441,0.778,75,5,3,1,0,1,1,0.355,115,107
313,,Lewis Brinson\brinsle01,vs RHP,2019,66,184,,171,8,28,7,1,0,10,0,1,7,58,0.164,0.214,0.216,0.431,37,6,4,2,0,1,0,0.248,88,17
314,,Greg Allen\allengr01,vs RHP,2019,73,183,,161,23,40,7,3,4,24,7,2,9,39,0.248,0.322,0.404,0.726,65,0,9,3,1,1,2,0.303,128,94
315,,Russell Martin\martiru01,vs RHP,2019,70,183,,154,17,34,4,0,3,15,0,0,21,46,0.221,0.333,0.305,0.639,47,0,6,0,2,3,3,0.29,91,74
316,,Cameron Maybin\maybica01,vs RHP,2019,75,181,,161,35,50,11,0,8,18,7,5,20,49,0.311,0.387,0.528,0.915,85,2,0,0,0,0,2,0.404,113,143
317,,Ender Inciarte\inciaen01,vs RHP,2019,60,180,,155,25,37,8,2,5,21,5,1,20,30,0.239,0.339,0.413,0.752,64,0,4,0,1,2,1,0.264,103,101
318,,Francisco Mejia\mejiafr01,vs RHP,2019,69,179,,165,23,43,8,2,7,18,0,1,9,46,0.261,0.313,0.461,0.773,76,2,4,0,1,1,1,0.319,104,104
319,,Addison Russell\russead02,vs RHP,2019,67,179,,163,19,41,2,1,7,17,2,0,11,39,0.252,0.309,0.405,0.714,66,5,3,1,1,1,0,0.288,104,90
320,,Gordon Beckham\beckhgo01,vs RHP,2019,64,178,,166,26,39,12,1,6,15,3,1,9,51,0.235,0.287,0.428,0.714,71,3,3,0,0,0,1,0.303,121,88
321,,Jake Cave\caveja01,vs RHP,2019,64,178,,152,21,38,8,2,5,19,0,0,18,51,0.25,0.36,0.428,0.787,65,4,8,0,0,0,1,0.344,97,111
322,,Johan Camargo\camarjo01,vs RHP,2019,77,177,,167,24,40,7,0,5,21,1,0,9,25,0.24,0.278,0.371,0.65,62,3,0,1,0,1,1,0.255,96,72
323,,Austin Nola\nolaau01,vs RHP,2019,63,177,,160,19,44,7,0,5,17,1,0,11,48,0.275,0.335,0.413,0.748,66,4,4,1,1,0,0,0.361,89,100
324,,Justin Upton\uptonju01,vs RHP,2019,60,177,,153,22,38,4,0,10,28,1,0,21,47,0.248,0.333,0.471,0.804,72,3,0,0,3,0,1,0.283,121,113
325,,Wilmer Flores\florewi01,vs RHP,2019,77,176,,161,14,49,10,0,2,20,0,0,11,19,0.304,0.358,0.404,0.762,65,6,3,0,1,0,1,0.333,82,105
326,,Ehire Adrianza\adriaeh01,vs RHP,2019,67,175,,150,23,41,8,2,3,17,0,1,14,29,0.273,0.349,0.413,0.762,62,0,5,1,3,1,3,0.314,99,104
327,,Tyler White\whitety01,vs RHP,2019,71,175,,151,10,37,11,0,2,15,0,0,22,46,0.245,0.337,0.358,0.695,54,5,0,0,2,0,1,0.333,127,88
328,,Chance Sisco\siscoch01,vs RHP,2019,54,174,,148,26,33,7,0,8,20,0,1,19,52,0.223,0.339,0.432,0.772,64,4,7,0,0,0,0,0.284,111,105
329,,Austin Barnes\barneau01,vs RHP,2019,62,172,,150,22,31,8,1,4,17,3,0,18,39,0.207,0.302,0.353,0.656,53,3,3,0,1,2,2,0.25,107,76
330,,Daniel Descalso\descada01,vs RHP,2019,70,172,,150,18,26,4,1,2,14,2,1,21,53,0.173,0.275,0.253,0.528,38,3,0,0,0,0,1,0.253,103,44
331,,Adeiny Hechavarria\hechaad01,vs RHP,2019,68,172,,157,23,37,10,1,5,25,2,1,11,42,0.236,0.297,0.408,0.704,64,3,3,0,1,0,4,0.288,91,87
332,,Jeff Mathis\mathije01,vs RHP,2019,64,172,,161,13,26,7,0,1,8,0,0,10,63,0.161,0.209,0.224,0.433,36,1,0,0,1,1,1,0.255,100,17
333,,Aristides Aquino\aquinar01,vs RHP,2019,54,171,,156,26,40,5,0,15,37,6,0,12,43,0.256,0.31,0.577,0.887,90,3,1,0,2,2,0,0.25,98,130
334,,Aaron Hicks\hicksaa01,vs RHP,2019,55,171,,142,31,31,7,0,10,28,1,1,27,49,0.218,0.339,0.479,0.818,68,2,0,0,2,0,0,0.247,112,116
335,,Aledmys Díaz\diazal02,vs RHP,2019,60,170,,145,26,43,9,0,6,29,1,0,15,21,0.297,0.371,0.483,0.853,70,6,5,0,5,1,3,0.301,108,127
336,,Alex Dickerson\dickeal01,vs RHP,2019,63,168,,153,26,44,12,2,6,26,1,1,12,37,0.288,0.345,0.51,0.855,78,4,2,0,1,1,2,0.342,108,125
337,,Kendrys Morales\moralke01,vs RHP,2019,51,168,,145,15,28,2,1,2,10,0,0,20,21,0.193,0.304,0.262,0.566,38,5,3,0,0,0,1,0.213,101,55
338,,Austin Romine\rominau01,vs RHP,2019,65,168,,160,17,43,7,0,6,27,1,1,6,39,0.269,0.293,0.425,0.718,68,3,0,1,1,0,0,0.319,91,89
339,,Alex Avila\avilaal01,vs RHP,2019,59,165,,132,19,27,6,0,8,17,1,0,33,57,0.205,0.364,0.432,0.795,57,4,0,0,0,7,1,0.284,106,113
340,,Phil Ervin\ervinph01,vs RHP,2019,69,165,,150,17,34,7,3,3,10,3,2,10,44,0.227,0.285,0.373,0.658,56,4,3,0,2,0,1,0.295,66,75
341,,Welington Castillo\castiwe01,vs RHP,2019,59,161,,149,13,30,4,0,10,27,0,0,10,47,0.201,0.255,0.43,0.684,64,5,1,0,1,0,2,0.215,99,79
342,,Dominic Smith\smithdo02,vs RHP,2019,71,161,,144,31,40,9,0,9,18,1,1,16,37,0.278,0.354,0.528,0.882,76,5,1,0,0,0,0,0.316,100,132
343,,Jacob Stallings\stallja01,vs RHP,2019,59,161,,144,21,34,2,0,3,7,0,0,15,32,0.236,0.313,0.313,0.625,45,3,1,1,0,5,0,0.284,78,70
344,,Adam Engel\engelad01,vs RHP,2019,73,159,,144,14,29,4,1,4,17,0,2,9,56,0.201,0.272,0.326,0.599,47,3,5,1,0,0,1,0.298,75,60
345,,Isan Diaz\diazis01,vs RHP,2019,47,157,,139,14,27,5,1,4,19,0,3,15,45,0.194,0.28,0.331,0.611,46,0,2,0,1,0,2,0.253,116,64
346,,Ildemaro Vargas\vargail01,vs RHP,2019,69,156,,148,17,36,6,1,1,7,1,0,8,21,0.243,0.282,0.318,0.6,47,3,0,0,0,0,1,0.278,71,61
347,,Tim Locastro\locasti01,vs RHP,2019,67,154,,132,24,35,8,0,0,12,16,0,7,23,0.265,0.359,0.326,0.685,43,1,13,1,1,0,1,0.318,96,87
348,,Martin Prado\pradoma01,vs RHP,2019,80,154,,148,14,31,4,0,2,8,0,0,5,32,0.209,0.234,0.277,0.511,41,5,0,0,1,0,1,0.252,83,37
349,,Tom Murphy\murphto04,vs RHP,2019,65,151,,142,14,30,6,0,7,15,1,0,8,50,0.211,0.252,0.401,0.653,57,0,0,0,1,0,0,0.267,53,71
350,,Mike Freeman\freemmi01,vs RHP,2019,66,150,,121,19,32,6,0,2,15,1,2,18,39,0.264,0.366,0.364,0.729,44,0,3,5,3,0,1,0.361,94,98
351,,Isiah Kiner-Falefa\kineris01,vs RHP,2019,52,150,,135,17,34,9,0,1,15,3,0,11,32,0.252,0.32,0.341,0.661,46,7,3,0,1,0,0,0.32,113,78
352,,Willians Astudillo\astudwi01,vs RHP,2019,56,149,,138,22,38,8,0,3,16,0,0,4,5,0.275,0.309,0.399,0.707,55,6,4,0,3,0,0,0.263,109,88
353,,Bo Bichette\bichebo01,vs RHP,2019,42,149,,139,20,40,13,0,7,15,4,3,9,36,0.288,0.336,0.532,0.868,74,1,1,0,0,0,0,0.344,87,128
354,,Brad Miller\millebr02,vs RHP,2019,74,148,,135,23,37,6,1,12,20,2,0,12,38,0.274,0.338,0.6,0.938,81,2,1,0,0,0,0,0.294,109,144
355,,Ben Zobrist\zobribe01,vs RHP,2019,47,148,,129,17,35,5,0,1,16,0,0,16,20,0.271,0.351,0.333,0.685,43,3,1,0,2,0,0,0.309,104,86
356,,Trent Grisham\grishtr01,vs RHP,2019,46,147,,124,20,29,5,1,5,20,1,0,17,34,0.234,0.333,0.411,0.745,51,2,3,0,3,0,0,0.273,102,99
357,,Richie Martin\martiri01,vs RHP,2019,70,146,,135,18,23,4,2,3,10,4,0,5,47,0.17,0.217,0.296,0.513,40,3,3,3,0,0,1,0.235,75,36
358,,Ty France\francty01,vs RHP,2019,62,144,,129,13,30,5,1,3,15,0,2,8,31,0.233,0.306,0.357,0.662,46,4,6,0,1,0,1,0.281,93,78
359,,Ryan Cordell\cordery01,vs RHP,2019,62,142,,120,13,27,5,0,5,17,3,1,13,36,0.225,0.314,0.392,0.706,47,0,3,5,1,0,1,0.275,119,88
360,,Justin Bour\bourju01,vs RHP,2019,50,141,,127,17,22,4,0,8,25,0,0,13,43,0.173,0.248,0.394,0.642,50,6,0,0,1,0,2,0.182,104,68
361,,Nathaniel Lowe\lowena01,vs RHP,2019,46,141,,128,19,33,6,0,5,14,0,0,10,40,0.258,0.312,0.422,0.734,54,3,1,0,2,0,1,0.329,89,95
362,,Daniel Robertson\roberda10,vs RHP,2019,59,141,,123,15,23,6,1,1,12,1,1,14,32,0.187,0.291,0.276,0.567,34,6,4,0,0,0,1,0.244,87,54
363,,Matt Thaiss\thaisma01,vs RHP,2019,52,140,,125,16,26,6,0,7,17,0,0,15,45,0.208,0.293,0.424,0.717,53,3,0,0,0,0,0,0.26,101,89
364,,Curt Casali\casalcu01,vs RHP,2019,65,138,,124,16,32,8,0,4,20,0,0,12,37,0.258,0.326,0.419,0.745,52,1,1,0,1,1,1,0.333,100,98
365,,Travis Demeritte\demertr01,vs RHP,2019,46,138,,124,17,27,3,2,3,10,3,0,11,48,0.218,0.285,0.347,0.631,43,3,1,1,1,0,0,0.324,101,69
366,,Yairo Munoz\munozya01,vs RHP,2019,70,138,,133,17,35,6,1,2,11,7,2,3,26,0.263,0.283,0.368,0.651,49,5,1,0,1,0,2,0.311,99,73
367,,Bubba Starling\starlbu01,vs RHP,2019,48,138,,132,20,30,5,0,3,10,2,0,6,44,0.227,0.261,0.333,0.594,44,2,0,0,0,0,0,0.318,107,58
368,,Matt Wieters\wietema01,vs RHP,2019,57,138,,127,11,28,3,0,7,20,1,1,9,30,0.22,0.268,0.409,0.678,52,3,0,0,2,0,1,0.228,94,78
369,,Ryan Zimmerman\zimmery01,vs RHP,2019,49,137,,122,15,26,6,0,4,19,0,0,13,27,0.213,0.285,0.361,0.645,44,2,0,0,2,0,1,0.237,76,72
370,,Ryon Healy\healyry01,vs RHP,2019,42,136,,124,18,31,11,0,7,21,0,0,8,27,0.25,0.294,0.508,0.802,63,1,1,0,3,0,1,0.258,113,109
371,,Kevan Smith\smithke04,vs RHP,2019,51,133,,123,13,25,4,0,4,8,2,0,8,26,0.203,0.263,0.333,0.596,41,6,2,0,0,0,1,0.226,67,59
372,,Will Smith\smithwi05,vs RHP,2019,50,132,,113,23,31,7,0,12,35,1,0,13,27,0.274,0.364,0.655,1.019,74,2,4,0,2,0,2,0.25,123,165
373,,Charlie Tilson\tilsoch01,vs RHP,2019,42,132,,121,15,30,5,0,1,11,4,0,8,31,0.248,0.311,0.314,0.625,38,1,3,0,0,1,1,0.326,116,69
374,,Keon Broxton\broxtke01,vs RHP,2019,57,129,,116,12,17,2,0,3,10,4,5,10,60,0.147,0.217,0.241,0.458,28,2,1,0,2,0,1,0.255,77,23
375,,Kyle Farmer\farmeky01,vs RHP,2019,67,129,,121,15,25,2,0,6,15,0,1,5,43,0.207,0.248,0.372,0.62,45,0,2,0,1,1,0,0.26,80,63
376,,Gregory Polanco\polangr01,vs RHP,2019,37,128,,118,21,29,8,1,4,12,3,1,10,37,0.246,0.305,0.432,0.737,51,2,0,0,0,1,0,0.325,103,95
377,,Mike Ford\fordmi01,vs RHP,2019,49,127,,110,22,26,6,0,5,14,0,0,14,24,0.236,0.339,0.427,0.766,47,0,3,0,0,2,1,0.259,73,104
378,,Shed Long\longsh01,vs RHP,2019,40,127,,116,16,28,8,0,4,13,3,3,11,34,0.241,0.307,0.414,0.721,48,1,0,0,0,0,1,0.308,83,91
379,,Hernan Perez\perezhe01,vs RHP,2019,61,127,,119,16,24,4,0,3,9,2,1,7,43,0.202,0.246,0.311,0.557,37,5,0,1,0,0,0,0.288,76,49
380,,Ryan Goins\goinsry01,vs RHP,2019,49,126,,112,8,23,6,0,0,4,0,0,14,37,0.205,0.294,0.259,0.553,29,5,0,0,0,1,0,0.307,63,51
381,,Carlos Gonzalez\gonzaca01,vs RHP,2019,39,126,,110,13,25,3,0,3,10,0,3,13,36,0.227,0.31,0.336,0.646,37,2,1,0,2,1,0,0.301,126,74
382,,Francisco Cervelli\cervefr01,vs RHP,2019,43,125,,109,12,25,7,1,2,9,1,0,10,28,0.229,0.323,0.367,0.69,40,6,5,1,0,0,1,0.291,112,85
383,,Austin Dean\deanau01,vs RHP,2019,48,124,,116,13,25,10,0,4,17,0,1,6,29,0.216,0.252,0.405,0.657,47,4,0,1,1,1,1,0.25,97,72
384,,Ian Happ\happia01,vs RHP,2019,52,123,,110,22,30,5,0,10,26,2,0,12,28,0.273,0.341,0.591,0.932,65,0,0,0,1,0,1,0.274,107,143
385,,Josh Harrison\harrijo05,vs RHP,2019,32,123,,113,8,20,6,1,0,7,4,2,6,21,0.177,0.228,0.248,0.475,28,0,2,0,2,0,0,0.213,99,28
386,,Andrew Knapp\knappan01,vs RHP,2019,57,123,,104,9,21,7,0,2,6,0,0,14,40,0.202,0.314,0.327,0.641,34,2,3,2,0,2,0,0.306,100,73
387,,Tyler O'Neill\oneilty01,vs RHP,2019,48,122,,115,15,30,5,0,5,16,1,0,7,41,0.261,0.303,0.435,0.738,50,1,0,0,0,0,3,0.362,103,95
388,,Chris Owings\owingch01,vs RHP,2019,50,121,,113,6,14,3,1,2,8,2,1,7,41,0.124,0.182,0.221,0.403,25,2,1,0,0,0,2,0.171,82,8
389,,Kevin Plawecki\plaweke01,vs RHP,2019,46,121,,108,10,25,7,0,2,10,0,1,9,20,0.231,0.306,0.352,0.658,38,2,3,0,1,0,2,0.264,110,77
390,,Josh Rojas\rojasjo01,vs RHP,2019,40,121,,107,14,21,4,0,2,11,2,2,13,30,0.196,0.289,0.29,0.579,31,3,1,0,0,0,1,0.253,86,57
391,,Jon Jay\jayjo02,vs RHP,2019,42,117,,108,8,29,7,0,0,5,0,0,5,20,0.269,0.304,0.333,0.638,36,0,1,2,1,0,1,0.326,104,72
392,,Wilmer Difo\difowi01,vs RHP,2019,40,115,,103,10,24,2,0,1,6,0,1,11,21,0.233,0.307,0.282,0.589,29,1,0,1,0,3,0,0.284,88,61
393,,Odubel Herrera\herreod01,vs RHP,2019,38,113,,101,11,21,9,1,1,11,2,2,11,29,0.208,0.292,0.347,0.639,35,0,1,0,0,0,0,0.282,103,71
394,,JT Riddle\riddljt01,vs RHP,2019,44,113,,107,10,19,3,0,3,5,0,0,4,36,0.178,0.221,0.29,0.511,31,3,2,0,0,1,0,0.235,74,36
395,,Meibrys Viloria\vilorme01,vs RHP,2019,40,113,,101,7,24,7,0,1,12,0,0,8,29,0.238,0.286,0.337,0.622,34,2,0,1,3,0,2,0.311,128,67
396,,Sandy Leon\leonsa01,vs RHP,2019,50,112,,97,8,19,3,0,2,10,0,0,11,29,0.196,0.282,0.289,0.57,28,0,1,2,1,0,1,0.254,110,55
397,,Mac Williamson\willima11,vs RHP,2019,35,112,,98,13,16,1,0,4,15,2,0,12,31,0.163,0.268,0.296,0.564,29,2,2,0,0,0,1,0.19,122,52
398,,Derek Fisher\fishede01,vs RHP,2019,45,111,,97,17,15,4,0,4,8,3,1,14,43,0.155,0.261,0.32,0.581,31,3,0,0,0,0,1,0.22,77,55
399,,Scooter Gennett\gennesc01,vs RHP,2019,39,109,,104,13,25,7,0,1,9,0,0,2,33,0.24,0.266,0.337,0.603,35,1,2,0,1,0,1,0.338,113,61
400,,Jung Ho Kang\kangju01,vs RHP,2019,44,109,,97,9,17,5,0,7,17,0,0,10,26,0.175,0.257,0.443,0.7,43,4,1,0,1,0,2,0.154,128,82
401,,Cole Tucker\tuckeco01,vs RHP,2019,47,108,,100,11,22,7,3,1,5,0,0,6,21,0.22,0.271,0.38,0.651,38,1,1,1,0,1,0,0.269,107,72
402,,Guillermo Heredia\heredgu01,vs RHP,2019,57,107,,90,18,14,2,0,2,7,2,0,10,31,0.156,0.267,0.244,0.511,22,2,4,2,1,0,1,0.207,55,40
403,,Erik Gonzalez\gonzaer01,vs RHP,2019,41,106,,94,10,20,2,1,1,5,2,0,7,26,0.213,0.272,0.287,0.559,27,3,1,3,1,3,2,0.279,81,51
404,,Jordan Luplow\luplojo01,vs RHP,2019,54,106,,97,11,21,5,0,1,8,1,0,7,29,0.216,0.274,0.299,0.573,29,4,1,0,1,0,1,0.294,28,54
405,,Tomas Nido\nidoto01,vs RHP,2019,38,105,,100,7,19,4,0,2,12,0,0,4,28,0.19,0.221,0.29,0.511,29,2,0,1,0,2,0,0.243,87,36
406,,Donovan Solano\solando01,vs RHP,2019,57,105,,100,12,32,10,0,1,11,0,0,2,26,0.32,0.333,0.45,0.783,45,2,1,0,2,0,0,0.413,91,108
407,,Max Stassi\stassma01,vs RHP,2019,41,105,,96,6,17,1,0,1,5,0,0,6,34,0.177,0.229,0.219,0.447,21,3,1,0,2,0,0,0.254,140,22
408,,Matt Duffy\duffyma01,vs RHP,2019,39,103,,92,8,28,4,0,1,9,0,0,10,16,0.304,0.379,0.38,0.759,35,3,1,0,0,0,1,0.36,127,106
409,,Marco Hernandez\hernama02,vs RHP,2019,49,103,,98,14,21,4,0,2,8,0,0,2,29,0.214,0.245,0.316,0.561,31,1,2,1,0,0,2,0.284,81,49
410,,Jake Rogers\rogerja03,vs RHP,2019,35,103,,91,9,8,2,0,2,5,0,0,10,40,0.088,0.186,0.176,0.362,16,3,1,1,0,0,0,0.122,52,-1
411,,Cam Gallagher\gallaca01,vs RHP,2019,37,101,,90,6,22,4,0,2,6,0,1,8,18,0.244,0.32,0.356,0.676,32,2,2,1,0,0,1,0.286,100,82
412,,Austin Slater\slateau01,vs RHP,2019,45,101,,88,12,18,3,1,3,11,0,0,11,40,0.205,0.307,0.364,0.671,32,0,2,0,0,1,1,0.333,80,80
413,,Eduardo Nunez\nunezed02,vs RHP,2019,43,99,,97,8,24,5,0,0,10,2,1,0,15,0.247,0.245,0.299,0.544,29,3,0,1,1,0,0,0.289,99,45
414,,Manny Pina\pinama01,vs RHP,2019,53,98,,86,3,13,2,0,3,15,0,0,9,25,0.151,0.245,0.279,0.524,24,1,2,0,1,0,0,0.169,46,41
415,,DJ Stewart\stewadj01,vs RHP,2019,41,97,,84,10,16,4,0,4,13,0,1,11,20,0.19,0.289,0.381,0.67,32,2,1,0,1,0,1,0.197,91,78
416,,Lucas Duda\dudalu01,vs RHP,2019,35,96,,84,7,16,3,0,4,14,0,0,9,28,0.19,0.271,0.369,0.64,31,2,1,0,2,1,1,0.222,121,70
417,,Pablo Reyes\reyespa01,vs RHP,2019,55,96,,85,5,14,3,0,1,8,1,1,10,20,0.165,0.26,0.235,0.496,20,0,1,0,0,0,1,0.203,68,35
418,,Nick Williams\willini01,vs RHP,2019,58,95,,89,8,14,3,0,2,3,0,0,4,34,0.157,0.211,0.258,0.469,23,1,2,0,0,0,1,0.226,113,25
419,,Humberto Arteaga\arteahu01,vs RHP,2019,33,94,,86,9,15,3,0,0,2,0,0,6,22,0.174,0.237,0.209,0.446,18,2,1,1,0,0,4,0.234,83,22
420,,Bryan Holaday\holadbr01,vs RHP,2019,36,94,,84,11,24,4,0,4,9,0,1,8,14,0.286,0.355,0.476,0.831,40,4,1,1,0,2,2,0.303,113,121
421,,Joey Rickard\rickajo01,vs RHP,2019,43,93,,86,8,17,7,1,1,3,3,0,6,20,0.198,0.258,0.337,0.595,29,0,1,0,0,0,3,0.246,77,58
422,,Chris Iannetta\iannech01,vs RHP,2019,41,91,,86,13,21,7,0,4,15,0,0,4,31,0.244,0.286,0.465,0.751,40,3,1,0,0,1,1,0.333,104,97
423,,Luke Maile\mailelu01,vs RHP,2019,34,91,,84,6,16,2,1,1,6,1,0,5,21,0.19,0.236,0.274,0.51,23,1,0,2,0,0,1,0.242,132,37
424,,Charlie Culberson\culbech01,vs RHP,2019,65,90,,82,8,18,2,1,3,10,0,1,5,33,0.22,0.27,0.378,0.648,31,3,1,1,1,0,2,0.319,78,71
425,,Tyler Wade\wadety01,vs RHP,2019,37,89,,76,15,18,1,1,2,9,5,0,10,22,0.237,0.333,0.355,0.689,27,0,1,2,0,0,0,0.308,99,86
426,,Willi Castro\castrwi01,vs RHP,2019,28,88,,80,6,18,5,1,0,5,0,1,4,28,0.225,0.276,0.313,0.588,25,3,2,1,1,0,0,0.34,89,58
427,,Nick Martini\martini02,vs RHP,2019,32,88,,75,7,21,4,1,1,6,0,0,12,18,0.28,0.386,0.4,0.786,30,0,1,0,0,0,2,0.357,141,113
428,,Myles Straw\strawmy01,vs RHP,2019,38,88,,74,17,19,1,2,0,4,6,0,13,19,0.257,0.368,0.324,0.692,24,0,0,1,0,0,0,0.345,92,90
429,,Adam Duvall\duvalad01,vs RHP,2019,38,86,,81,11,19,2,0,6,11,0,0,4,30,0.235,0.279,0.481,0.761,39,0,1,0,0,0,0,0.289,73,98
430,,Jose Trevino\trevijo01,vs RHP,2019,32,85,,81,13,18,4,0,1,6,0,0,2,19,0.222,0.238,0.309,0.547,25,5,0,1,1,0,4,0.274,68,46
431,,Rosell Herrera\herrero02,vs RHP,2019,44,84,,73,7,17,6,0,1,9,3,1,9,18,0.233,0.333,0.356,0.689,26,2,2,0,0,1,0,0.296,129,86
432,,Chris Herrmann\herrmch01,vs RHP,2019,28,84,,74,6,15,3,0,1,7,0,0,9,27,0.203,0.289,0.284,0.573,21,2,0,1,0,0,1,0.304,107,56
433,,Rafael Ortega\ortegra01,vs RHP,2019,33,84,,76,7,17,3,0,2,10,3,0,8,19,0.224,0.298,0.342,0.64,26,2,0,0,0,0,0,0.273,121,72
434,,Cesar Puello\puellce01,vs RHP,2019,36,84,,76,9,19,2,0,2,9,0,0,5,24,0.25,0.313,0.355,0.669,27,1,2,1,0,0,2,0.34,80,80
435,,Cory Spangenberg\spangco01,vs RHP,2019,29,84,,78,8,19,2,1,1,8,2,0,6,27,0.244,0.298,0.333,0.631,26,1,0,0,0,1,2,0.36,101,70
436,,Daniel Palka\palkada01,vs RHP,2019,29,82,,73,4,8,0,0,2,3,0,1,8,32,0.11,0.207,0.192,0.399,14,2,1,0,0,0,0,0.154,114,9
437,,Jace Peterson\peterja01,vs RHP,2019,29,82,,78,12,17,3,1,1,9,4,1,3,20,0.218,0.244,0.321,0.564,25,1,0,0,1,0,0,0.276,88,50
438,,Scott Schebler\schebsc01,vs RHP,2019,30,82,,68,9,8,2,0,1,5,0,1,14,25,0.118,0.268,0.191,0.459,13,2,0,0,0,0,2,0.167,92,28
439,,Reese McGuire\mcguire01,vs RHP,2019,28,81,,76,13,24,7,0,4,8,0,0,5,13,0.316,0.358,0.566,0.924,43,1,0,0,0,0,0,0.339,111,142
440,,Mauricio Dubon\dubonma01,vs RHP,2019,28,80,,76,7,21,3,0,2,7,3,1,4,13,0.276,0.313,0.395,0.707,30,1,0,0,0,0,3,0.311,93,89
441,,Nick Solak\solakni01,vs RHP,2019,29,80,,69,11,19,1,0,2,9,1,0,8,20,0.275,0.375,0.377,0.752,26,1,3,0,0,0,3,0.362,72,104
442,,Blake Swihart\swihabl01,vs RHP,2019,38,79,,74,11,13,1,0,4,13,0,0,4,29,0.176,0.228,0.351,0.579,26,2,1,0,0,0,0,0.22,118,52
443,,Jared Walsh\walshja01,vs RHP,2019,29,79,,71,4,14,3,1,1,4,0,0,6,33,0.197,0.278,0.31,0.588,22,0,2,0,0,1,0,0.351,95,58
444,,Mark Reynolds\reynoma01,vs RHP,2019,51,78,,64,5,11,2,0,2,11,1,0,10,28,0.172,0.295,0.297,0.592,19,1,2,0,2,0,0,0.25,97,61
445,,Zack Collins\colliza01,vs RHP,2019,27,77,,64,8,13,3,1,3,10,0,0,12,28,0.203,0.329,0.422,0.751,27,1,0,0,0,1,0,0.303,128,100
446,,Tim Lopes\lopesti01,vs RHP,2019,27,75,,64,6,15,4,0,0,8,3,1,9,20,0.234,0.333,0.297,0.63,19,1,1,0,1,0,1,0.333,75,72
447,,Jose Rondon\rondojo02,vs RHP,2019,38,75,,67,6,9,0,0,1,3,0,0,6,24,0.134,0.227,0.179,0.406,12,2,2,0,0,0,3,0.19,50,12
448,,Carlos Gomez\gomezca01,vs RHP,2019,28,73,,65,7,12,2,0,3,9,4,0,5,27,0.185,0.239,0.354,0.593,23,3,0,2,1,0,1,0.25,91,56
449,,Matt Skole\skolema01,vs RHP,2019,25,72,,64,6,13,2,0,0,5,0,0,7,27,0.203,0.278,0.234,0.512,15,0,0,0,1,0,0,0.342,100,41
450,,Nico Hoerner\hoernni01,vs RHP,2019,20,70,,67,12,19,1,1,2,12,0,0,3,10,0.284,0.314,0.418,0.732,28,3,0,0,0,1,0,0.309,99,94
451,,Gavin Lux\luxga01,vs RHP,2019,23,70,,63,8,17,4,1,1,8,2,0,7,20,0.27,0.343,0.413,0.756,26,0,0,0,0,0,0,0.381,116,102
452,,Tyler Austin\austity01,vs RHP,2019,52,69,,62,10,8,1,1,3,8,1,0,7,31,0.129,0.217,0.323,0.54,20,1,0,0,0,0,1,0.179,52,42
453,,Mike Brosseau\brossmi01,vs RHP,2019,34,69,,62,5,15,5,0,2,6,1,0,4,22,0.242,0.309,0.419,0.728,26,2,2,1,0,0,1,0.342,88,93
